frame_id,timestamp_s,ball_x_world_m,ball_y_world_m,ball_z_world_m,ball_x_cam_m,ball_y_cam_m,ball_z_cam_m,u_px,v_px,radius_px,visible
0,0.000000000,-0.400000000,1.000000000,0.600000000,-0.400000000,0.200000000,1.000000000,112.000000,344.000000,10.400000,1
1,0.002000000,-0.396800000,1.000200000,0.603980380,-0.396800000,0.196019620,1.000200000,113.705259,341.909820,10.397920,1
2,0.004000000,-0.393600000,1.000400000,0.607921520,-0.393600000,0.192078480,1.000400000,115.409836,339.840873,10.395842,1
3,0.006000000,-0.390400000,1.000600000,0.611823420,-0.390400000,0.188176580,1.000600000,117.113732,337.793146,10.393764,1
4,0.008000000,-0.387200000,1.000800000,0.615686080,-0.387200000,0.184313920,1.000800000,118.816946,335.766625,10.391687,1
5,0.010000000,-0.384000000,1.001000000,0.619509500,-0.384000000,0.180490500,1.001000000,120.519481,333.761299,10.389610,1
6,0.012000000,-0.380800000,1.001200000,0.623293680,-0.380800000,0.176706320,1.001200000,122.221334,331.777154,10.387535,1
7,0.014000000,-0.377600000,1.001400000,0.627038620,-0.377600000,0.172961380,1.001400000,123.922508,329.814178,10.385460,1
8,0.016000000,-0.374400000,1.001600000,0.630744320,-0.374400000,0.169255680,1.001600000,125.623003,327.872358,10.383387,1
9,0.018000000,-0.371200000,1.001800000,0.634410780,-0.371200000,0.165589220,1.001800000,127.322819,325.951681,10.381314,1
10,0.020000000,-0.368000000,1.002000000,0.638038000,-0.368000000,0.161962000,1.002000000,129.021956,324.052136,10.379242,1
11,0.022000000,-0.364800000,1.002200000,0.641625980,-0.364800000,0.158374020,1.002200000,130.720415,322.173708,10.377170,1
12,0.024000000,-0.361600000,1.002400000,0.645174720,-0.361600000,0.154825280,1.002400000,132.418196,320.316386,10.375100,1
13,0.026000000,-0.358400000,1.002600000,0.648684220,-0.358400000,0.151315780,1.002600000,134.115300,318.480157,10.373030,1
14,0.028000000,-0.355200000,1.002800000,0.652154480,-0.355200000,0.147845520,1.002800000,135.811727,316.665008,10.370961,1
15,0.030000000,-0.352000000,1.003000000,0.655585500,-0.352000000,0.144414500,1.003000000,137.507478,314.870927,10.368893,1
16,0.032000000,-0.348800000,1.003200000,0.658977280,-0.348800000,0.141022720,1.003200000,139.202552,313.097901,10.366826,1
17,0.034000000,-0.345600000,1.003400000,0.662329820,-0.345600000,0.137670180,1.003400000,140.896950,311.345917,10.364760,1
18,0.036000000,-0.342400000,1.003600000,0.665643120,-0.342400000,0.134356880,1.003600000,142.590674,309.614964,10.362694,1
19,0.038000000,-0.339200000,1.003800000,0.668917180,-0.339200000,0.131082820,1.003800000,144.283722,307.905027,10.360630,1
20,0.040000000,-0.336000000,1.004000000,0.672152000,-0.336000000,0.127848000,1.004000000,145.976096,306.216096,10.358566,1
21,0.042000000,-0.332800000,1.004200000,0.675347580,-0.332800000,0.124652420,1.004200000,147.667795,304.548156,10.356503,1
22,0.044000000,-0.329600000,1.004400000,0.678503920,-0.329600000,0.121496080,1.004400000,149.358821,302.901196,10.354440,1
23,0.046000000,-0.326400000,1.004600000,0.681621020,-0.326400000,0.118378980,1.004600000,151.049174,301.275204,10.352379,1
24,0.048000000,-0.323200000,1.004800000,0.684698880,-0.323200000,0.115301120,1.004800000,152.738854,299.670166,10.350318,1
25,0.050000000,-0.320000000,1.005000000,0.687737500,-0.320000000,0.112262500,1.005000000,154.427861,298.086070,10.348259,1
26,0.052000000,-0.316800000,1.005200000,0.690736880,-0.316800000,0.109263120,1.005200000,156.116196,296.522903,10.346200,1
27,0.054000000,-0.313600000,1.005400000,0.693697020,-0.313600000,0.106302980,1.005400000,157.803859,294.980654,10.344142,1
28,0.056000000,-0.310400000,1.005600000,0.696617920,-0.310400000,0.103382080,1.005600000,159.490851,293.459309,10.342084,1
29,0.058000000,-0.307200000,1.005800000,0.699499580,-0.307200000,0.100500420,1.005800000,161.177172,291.958857,10.340028,1
30,0.060000000,-0.304000000,1.006000000,0.702342000,-0.304000000,0.097658000,1.006000000,162.862823,290.479284,10.337972,1
31,0.062000000,-0.300800000,1.006200000,0.705145180,-0.300800000,0.094854820,1.006200000,164.547804,289.020579,10.335917,1
32,0.064000000,-0.297600000,1.006400000,0.707909120,-0.297600000,0.092090880,1.006400000,166.232114,287.582728,10.333863,1
33,0.066000000,-0.294400000,1.006600000,0.710633820,-0.294400000,0.089366180,1.006600000,167.915756,286.165720,10.331810,1
34,0.068000000,-0.291200000,1.006800000,0.713319280,-0.291200000,0.086680720,1.006800000,169.598729,284.769542,10.329758,1
35,0.070000000,-0.288000000,1.007000000,0.715965500,-0.288000000,0.084034500,1.007000000,171.281033,283.394181,10.327706,1
36,0.072000000,-0.284800000,1.007200000,0.718572480,-0.284800000,0.081427520,1.007200000,172.962669,282.039625,10.325655,1
37,0.074000000,-0.281600000,1.007400000,0.721140220,-0.281600000,0.078859780,1.007400000,174.643637,280.705862,10.323605,1
38,0.076000000,-0.278400000,1.007600000,0.723668720,-0.278400000,0.076331280,1.007600000,176.323938,279.392880,10.321556,1
39,0.078000000,-0.275200000,1.007800000,0.726157980,-0.275200000,0.073842020,1.007800000,178.003572,278.100665,10.319508,1
40,0.080000000,-0.272000000,1.008000000,0.728608000,-0.272000000,0.071392000,1.008000000,179.682540,276.829206,10.317460,1
41,0.082000000,-0.268800000,1.008200000,0.731018780,-0.268800000,0.068981220,1.008200000,181.360841,275.578491,10.315414,1
42,0.084000000,-0.265600000,1.008400000,0.733390320,-0.265600000,0.066609680,1.008400000,183.038477,274.348506,10.313368,1
43,0.086000000,-0.262400000,1.008600000,0.735722620,-0.262400000,0.064277380,1.008600000,184.715447,273.139240,10.311323,1
44,0.088000000,-0.259200000,1.008800000,0.738015680,-0.259200000,0.061984320,1.008800000,186.391753,271.950680,10.309278,1
45,0.090000000,-0.256000000,1.009000000,0.740269500,-0.256000000,0.059730500,1.009000000,188.067393,270.782815,10.307235,1
46,0.092000000,-0.252800000,1.009200000,0.742484080,-0.252800000,0.057515920,1.009200000,189.742370,269.635631,10.305192,1
47,0.094000000,-0.249600000,1.009400000,0.744659420,-0.249600000,0.055340580,1.009400000,191.416683,268.509116,10.303150,1
48,0.096000000,-0.246400000,1.009600000,0.746795520,-0.246400000,0.053204480,1.009600000,193.090333,267.403258,10.301109,1
49,0.098000000,-0.243200000,1.009800000,0.748892380,-0.243200000,0.051107620,1.009800000,194.763319,266.318046,10.299069,1
50,0.100000000,-0.240000000,1.010000000,0.750950000,-0.240000000,0.049050000,1.010000000,196.435644,265.253465,10.297030,1
51,0.102000000,-0.236800000,1.010200000,0.752968380,-0.236800000,0.047031620,1.010200000,198.107305,264.209505,10.294991,1
52,0.104000000,-0.233600000,1.010400000,0.754947520,-0.233600000,0.045052480,1.010400000,199.778306,263.186154,10.292953,1
53,0.106000000,-0.230400000,1.010600000,0.756887420,-0.230400000,0.043112580,1.010600000,201.448644,262.183398,10.290916,1
54,0.108000000,-0.227200000,1.010800000,0.758788080,-0.227200000,0.041211920,1.010800000,203.118322,261.201225,10.288880,1
55,0.110000000,-0.224000000,1.011000000,0.760649500,-0.224000000,0.039350500,1.011000000,204.787339,260.239624,10.286845,1
56,0.112000000,-0.220800000,1.011200000,0.762471680,-0.220800000,0.037528320,1.011200000,206.455696,259.298582,10.284810,1
57,0.114000000,-0.217600000,1.011400000,0.764254620,-0.217600000,0.035745380,1.011400000,208.123393,258.378087,10.282776,1
58,0.116000000,-0.214400000,1.011600000,0.765998320,-0.214400000,0.034001680,1.011600000,209.790431,257.478127,10.280743,1
59,0.118000000,-0.211200000,1.011800000,0.767702780,-0.211200000,0.032297220,1.011800000,211.456810,256.598690,10.278711,1
60,0.120000000,-0.208000000,1.012000000,0.769368000,-0.208000000,0.030632000,1.012000000,213.122530,255.739763,10.276680,1
61,0.122000000,-0.204800000,1.012200000,0.770993980,-0.204800000,0.029006020,1.012200000,214.787591,254.901334,10.274649,1
62,0.124000000,-0.201600000,1.012400000,0.772580720,-0.201600000,0.027419280,1.012400000,216.451995,254.083392,10.272620,1
63,0.126000000,-0.198400000,1.012600000,0.774128220,-0.198400000,0.025871780,1.012600000,218.115742,253.285923,10.270591,1
64,0.128000000,-0.195200000,1.012800000,0.775636480,-0.195200000,0.024363520,1.012800000,219.778831,252.508916,10.268562,1
65,0.130000000,-0.192000000,1.013000000,0.777105500,-0.192000000,0.022894500,1.013000000,221.441264,251.752359,10.266535,1
66,0.132000000,-0.188800000,1.013200000,0.778535280,-0.188800000,0.021464720,1.013200000,223.103040,251.016240,10.264508,1
67,0.134000000,-0.185600000,1.013400000,0.779925820,-0.185600000,0.020074180,1.013400000,224.764160,250.300546,10.262483,1
68,0.136000000,-0.182400000,1.013600000,0.781277120,-0.182400000,0.018722880,1.013600000,226.424625,249.605266,10.260458,1
69,0.138000000,-0.179200000,1.013800000,0.782589180,-0.179200000,0.017410820,1.013800000,228.084435,248.930387,10.258434,1
70,0.140000000,-0.176000000,1.014000000,0.783862000,-0.176000000,0.016138000,1.014000000,229.743590,248.275897,10.256410,1
71,0.142000000,-0.172800000,1.014200000,0.785095580,-0.172800000,0.014904420,1.014200000,231.402090,247.641785,10.254388,1
72,0.144000000,-0.169600000,1.014400000,0.786289920,-0.169600000,0.013710080,1.014400000,233.059937,247.028038,10.252366,1
73,0.146000000,-0.166400000,1.014600000,0.787445020,-0.166400000,0.012554980,1.014600000,234.717130,246.434644,10.250345,1
74,0.148000000,-0.163200000,1.014800000,0.788560880,-0.163200000,0.011439120,1.014800000,236.373670,245.861591,10.248325,1
75,0.150000000,-0.160000000,1.015000000,0.789637500,-0.160000000,0.010362500,1.015000000,238.029557,245.308867,10.246305,1
76,0.152000000,-0.156800000,1.015200000,0.790674880,-0.156800000,0.009325120,1.015200000,239.684791,244.776460,10.244287,1
77,0.154000000,-0.153600000,1.015400000,0.791673020,-0.153600000,0.008326980,1.015400000,241.339374,244.264358,10.242269,1
78,0.156000000,-0.150400000,1.015600000,0.792631920,-0.150400000,0.007368080,1.015600000,242.993304,243.772550,10.240252,1
79,0.158000000,-0.147200000,1.015800000,0.793551580,-0.147200000,0.006448420,1.015800000,244.646584,243.301022,10.238236,1
80,0.160000000,-0.144000000,1.016000000,0.794432000,-0.144000000,0.005568000,1.016000000,246.299213,242.849764,10.236220,1
81,0.162000000,-0.140800000,1.016200000,0.795273180,-0.140800000,0.004726820,1.016200000,247.951191,242.418762,10.234206,1
82,0.164000000,-0.137600000,1.016400000,0.796075120,-0.137600000,0.003924880,1.016400000,249.602519,242.008006,10.232192,1
83,0.166000000,-0.134400000,1.016600000,0.796837820,-0.134400000,0.003162180,1.016600000,251.253197,241.617483,10.230179,1
84,0.168000000,-0.131200000,1.016800000,0.797561280,-0.131200000,0.002438720,1.016800000,252.903226,241.247182,10.228167,1
85,0.170000000,-0.128000000,1.017000000,0.798245500,-0.128000000,0.001754500,1.017000000,254.552606,240.897089,10.226155,1
